Date,City,State,Country,Shape,Duration,Summary,Posted,Images,ReportNum,Location,Latitude,Longitude
11/19/2022 19:36,Winston Salem,NC,USA,Circle,"About 1 min, took pic.","Circle shaped, lights (different colors) around, dark gray color, very large size, humming sounds as slow passing. Another person w",12/22/2022,Yes,1800,"Winston Salem, NC",36.0998596,-80.244216
11/19/2022 18:07,Brandywine,MD,USA,Circle,1 minute,Slow moving light with blue aura about 2/3rds through the video,12/22/2022,,1801,"Brandywine, MD",38.6967833,-76.8477485
11/19/2022 18:05,Eugene,OR,USA,Changing,15 to 20 minutes total,"t had red, white lights went back and forth. Hovering and quick, then zig zag motions.",12/22/2022,,1802,"Eugene, OR",44.0520691,-123.0867536
11/19/2022 17:55,Chicago,IL,USA,Rectangle,A minute or so,A green unidentified flying object appeared while I was taking a video,12/22/2022,Yes,1803,"Chicago, IL",41.8781136,-87.6297982
11/19/2022 15:51,bellgrade,MT,USA,Disk,about 2 minutes,UFO/ UAP over Bozeman Montana. Ship was at least 100 yards width and 20 yards hight hovering for two min and disappearing in a flash,12/22/2022,,1804,"bellgrade, MT",45.7762463,-111.1770945
11/19/2022 7:10,Fulks Run,VA,USA,Changing,since7pm last night,I'm still covered in goose bumps sleep was impossible life has been forever changed,12/22/2022,,1805,"Fulks Run, VA",38.6601172,-78.9061381
11/19/2022 2:40,St Louis,MO,USA,Triangle,1 minute,Triangle Shaped Reflective Cloak,12/22/2022,,1806,"St Louis, MO",38.6270025,-90.1994042
11/18/2022 19:14,Mount Horeb,WI,USA,Other,3-5 seconds,"almost satellite/telescope shaped but was either very large or very close. flew soundlessly and smoothly, rotated as it went",12/22/2022,Yes,1807,"Mount Horeb, WI",43.008608,-89.7384562
11/18/2022 18:00,Payson,AZ,USA,Circle,10 minutes,6-8 Orange balls of light following each other,12/22/2022,,1808,"Payson, AZ",34.2308684,-111.3251355
11/18/2022 2:00,Fallbrook,CA,USA,Triangle,,Flashing moving object,12/22/2022,Yes,1809,"Fallbrook, CA",33.3764196,-117.2511466
11/18/2022 1:19,Northridge,CA,USA,Oval,2 minutes,Similar in brightness to a satellite. Two points (front/rear?) with “reflection” showing oval to round shape.,12/22/2022,,1810,"Northridge, CA",34.2381251,-118.530123
11/18/2022 0:46,The Villages,FL,USA,Circle,3-5 minutes,Circular pattern of 4-5 small white discs or orbs,12/22/2022,,1811,"The Villages, FL",28.927019,-82.0037608
11/18/2022 0:14,Leavenworth,WA,USA,Cross,2hr,Light,12/22/2022,Yes,1812,"Leavenworth, WA",47.5962326,-120.6614765
11/17/2022 23:02,West Hollywood,CA,USA,Changing,25 min,This is exactly the craft Roger Marsh witnessed.,12/22/2022,,1813,"West Hollywood, CA",34.0900091,-118.3617443
11/17/2022 22:02,Vestavia Hills,AL,USA,Formation,45 seconds,Strange gray object that seemed like a formation of many objects that changed shape as it moved,12/22/2022,Yes,1814,"Vestavia Hills, AL",33.4487183,-86.7877668
11/17/2022 20:31,Newcastle,WA,USA,Light,,Plasma shape shifting bright ball,12/22/2022,,1815,"Newcastle, WA",47.5376072,-122.1619948
11/17/2022 11:24,Hayden,ID,USA,Unknown,,"This sound woke me up, and I hurried outside and eventually took my boots off to quickly videotape this.",12/22/2022,,1816,"Hayden, ID",47.7660161,-116.7865815
11/17/2022 8:51,Casa Grande,AZ,USA,Sphere,3 maybe 4 minutes,I witnessed a round very bright ball of light. No sound nothing else in the sky. In a blink of an eye it was gone off to the east.,12/22/2022,,1817,"Casa Grande, AZ",32.9110027,-111.7733902
11/17/2022 7:24,Ponce inlet,FL,USA,Teardrop,,Saw a ufo in a pic I took after the fact,12/22/2022,Yes,1818,"Ponce inlet, FL",29.0963729,-80.9369983
11/17/2022 0:45,The Villages,FL,USA,Circle,4-5 minutes,"Spotlight-like circlesoriginating from ISS, illuminating the underside of cloud cover",12/22/2022,,1820,"The Villages, FL",28.927019,-82.0037608
11/16/2022 20:34,Abiquiu,NM,USA,Light,Hours,Lights hovering parallel to the ground along a fence and off the cliff,12/22/2022,Yes,1821,"Abiquiu, NM",36.207241,-106.3186397
11/16/2022 20:03,Summerville,SC,USA,Light,80 seconds,"3 groups of lights were seen moving quickly, silently, over our property",12/22/2022,,1822,"Summerville, SC",33.0185039,-80.1756481
11/16/2022 19:40,Waterford,MI,USA,Sphere,"4 seconds, approx.",Clear/ white sphere appeared suddenly,12/22/2022,,1823,"Waterford, MI",42.6907443,-83.4066132
11/16/2022 17:30,Wilmington,NC,USA,Cigar,<20 seconds,Observed a very slow moving unmarked cigar tube shaped craft moving in the air at very low altitude in straight East to West direction,12/22/2022,,1824,"Wilmington, NC",34.2103894,-77.8868117
11/16/2022 13:40,Sun City West,AZ,USA,Teardrop,A few seconds,Silver object,12/22/2022,,1825,"Sun City West, AZ",33.6619819,-112.3412726
11/16/2022 13:32,Scottsdale,AZ,USA,Cigar,10 seconds,"A bright silver cigar shaped object was floating, completely motionless in the sky and then disappeared in about 10 seconds",12/22/2022,Yes,1826,"Scottsdale, AZ",33.4941704,-111.9260519
11/16/2022 0:39,Hyannis,MA,USA,Circle,Almost 5 hours,A bunch of white balls with faces in them getting blasted by light projectiles,12/22/2022,,1828,"Hyannis, MA",41.6524911,-70.2881124
11/15/2022 22:36,Sinking Spring,PA,USA,Other,15 min,Silver white line with different colored lights on it,12/22/2022,,1829,"Sinking Spring, PA",40.3273146,-76.0110489
11/15/2022 22:30,Shoreline,WA,USA,Disk,Every night I believe,I have pictures sent from a ufo showing it’s ship,12/22/2022,Yes,1830,"Shoreline, WA",47.7559659,-122.3456972
11/15/2022 19:52,Snow Camp,NC,USA,Circle,3 minutes,Craft was bright white moving across sky then turned orange/reddish and flew up out of sight,12/22/2022,,1831,"Snow Camp, NC",35.8934716,-79.4300199
11/15/2022 15:11,Mckenney,VA,USA,Circle,,uap,12/22/2022,,1832,"Mckenney, VA",36.9868155,-77.7230492
11/15/2022 14:44,Manchester,NH,USA,Other,Over 30 minutes,It looked exactly like a black number 9 flying and swirling in the sky,12/22/2022,Yes,1833,"Manchester, NH",42.9956397,-71.4547891
11/15/2022 0:37,Elkview,WV,USA,Other,Approximately 15 minutes,"Bright light straight across small rd, no houses or other lights",12/22/2022,Yes,1834,"Elkview, WV",38.4318841,-81.4773294
11/14/2022 20:30,Seattle,WA,USA,Changing,10 minutes,Noticed lights moving at a high speed well above the horizon. Air traffic control was aware and asked us to document,12/22/2022,,1835,"Seattle, WA",47.6062095,-122.3320708
11/14/2022 17:30,Lakeville,MA,USA,Circle,slow decent for hours,"The extended visitation appears to be an observation only, they descend slowly through the night in my neighborhood.",12/22/2022,,1836,"Lakeville, MA",41.8459169,-70.9495226
11/14/2022 16:40,Philadelphia,PA,USA,Cigar,About 5 minutes still.,I was driving seen 5 lights in sky not moving. got out of car took pictures.,12/22/2022,Yes,1837,"Philadelphia, PA",39.9525839,-75.1652215
11/14/2022 15:11,Gary,IN,USA,Diamond,2 seconds,It came straight down from the sky.,12/22/2022,,1838,"Gary, IN",41.6020403,-87.3371523
11/14/2022 1:21,Barstow,CA,USA,Light,5 mins,Zigzag movements. Fast.,12/22/2022,,1840,"Barstow, CA",34.8957957,-117.0172826
11/13/2022 20:03,Warwick,NY,USA,Formation,A few min,Something red in sky.,12/22/2022,Yes,1841,"Warwick, NY",41.256483,-74.3598755
11/13/2022 19:50,San antonio,TX,USA,Light,Lights in the clouds,Lights in the clouds,12/22/2022,,1842,"San antonio, TX",29.4251905,-98.4945922
11/13/2022 18:45,"Turnersville, NJ",NJ,USA,Circle,30 seconds to a minute,"Noticed 2 very bright lights that were not there a second ago, and then they shot up into the air/space rapidly.",12/22/2022,Yes,1843,"Turnersville, NJ, NJ",39.7728846,-75.0518583
11/13/2022 18:30,Montgomery,TX,USA,Oval,10 seconds,Oval or egg shaped either glowing or smooth bright white.,12/22/2022,,1844,"Montgomery, TX",30.3882613,-95.6963355
11/13/2022 18:02,Fort Wayne,IN,USA,Other,In a photo I took of city,Took a photo of city skyline and noticed it after I took the photos.,12/22/2022,Yes,1845,"Fort Wayne, IN",41.079273,-85.1393513
11/13/2022 17:50,Pompano bch,FL,USA,Other,3-4 min,Partially cloaked craft moving slowly,12/22/2022,,1846,"Pompano bch, FL",26.2378597,-80.1247667
11/13/2022 12:15,Hyannis,MA,USA,Other,6 minutes,some thing that made noise and looked like it was shooting stuff out or in making a lot of noise,12/22/2022,,1847,"Hyannis, MA",41.6524911,-70.2881124
11/13/2022 3:10,Hyannis,MA,USA,Light,one hour,A small orb of light floating or flying slowly around the area and a bright floating marshmallow looking object in the sky,12/22/2022,,1848,"Hyannis, MA",41.6524911,-70.2881124
11/13/2022 0:33,Newbury Park,CA,USA,Circle,1 minute,"While driving up the grade, I noticed a large UFO going south towards the beach, 30 seconds later it disappeared in the east horizon",12/22/2022,,1849,"Newbury Park, CA",34.1805403,-118.9070887
11/12/2022 23:36,Springfield,NE,USA,Circle,5-10 minutes,Saw solid white lights with blinking light's hovering,12/22/2022,,1850,"Springfield, NE",41.0819432,-96.13446
11/12/2022 22:32,Perkasie,PA,USA,Unknown,10 seconds,One light floating and vanishing in sky,12/22/2022,,1851,"Perkasie, PA",40.372048,-75.292676
11/12/2022 22:30,Oklahoma City,OK,USA,Triangle,Roughly 10 seconds,Triangular shape with 5 lights moving South steadily.,12/22/2022,,1852,"Oklahoma City, OK",35.4675602,-97.5164276
11/12/2022 21:41,Oakland,CA,USA,Circle,3/5mins at a fast paste,Orange kinda redishlight in the sky coming out of no where,12/22/2022,,1853,"Oakland, CA",37.8043514,-122.2711639
11/12/2022 21:40,Coeur d' Alene,ID,USA,Triangle,30 Seconds,Dark Triangle with Large Round White Circles at Corners,12/22/2022,Yes,1854,"Coeur d' Alene, ID",47.6734632,-116.7812225
11/12/2022 21:30,Tacoma,WA,USA,Light,5 minutes,Single light dropping straight down from high in atmosphere,12/22/2022,,1855,"Tacoma, WA",47.2528768,-122.4442906
11/12/2022 21:02,Hyannis,MA,USA,Circle,2 minutes,Bright orange light hovering northbound in the eastern sky,12/22/2022,,1856,"Hyannis, MA",41.6524911,-70.2881124
11/12/2022 20:22,Brooklyn,NY,USA,Light,3 minutes in and out,Bright orange light over NYC- not moving,12/22/2022,Yes,1857,"Brooklyn, NY",40.6781784,-73.9441579
11/12/2022 19:20,Olympia,WA,USA,Formation,30 sec,Formation of bird shaped objects. They were not birds but appeared to have wings. Or wide v’s,12/22/2022,,1858,"Olympia, WA",47.0378741,-122.9006951
11/12/2022 19:03,Compton / Paramount,CA,USA,Circle,5-10 minutes,7-9 unidentified flying objects that vanished quickly.,12/22/2022,,1859,"Compton / Paramount, CA",33.8894598,-118.1597911
11/12/2022 18:45,Austin,TX,USA,Light,10mins,"Bright light, other bright lights were shooting out of the main light and then slowed and floated and disappeared.",12/22/2022,Yes,1860,"Austin, TX",30.267153,-97.7430608
11/12/2022 18:33,Merrillville,IN,USA,Light,unknown,Lights moving in curcle,12/22/2022,,1861,"Merrillville, IN",41.4828144,-87.3328139
11/12/2022 16:00,Garfield,NJ,USA,Other,A second,Object seen in sky..  ((NUFORC Note:  Lens flare.  PD)),12/22/2022,Yes,1862,"Garfield, NJ",40.8814882,-74.113198
11/12/2022 13:15,"Suisun (Soosoon) City,",CA,USA,Other,30 seconds,Bright Flashes in Daytime sunlit sky.,12/22/2022,,1863,"Suisun (Soosoon) City,, CA",38.237742,-122.041444
11/12/2022 9:00,Sioux City,IA,USA,Circle,30 mins,Honestly looked like a rainbow portal,12/22/2022,,1864,"Sioux City, IA",42.4963416,-96.4049408
11/12/2022 8:01,baltiomre,MD,USA,Cigar,22 seconds,i was getting out of my car looked up and saw a stationary weird thing,12/22/2022,,1865,"baltiomre, MD",39.2903848,-76.6121893
11/12/2022 0:08,Lawrence,KS,USA,Chevron,1 minute,"Flying west to east, very fast, close lights in shape of a wide V. then disappeared, then a few seconds later another set, loose wide V",12/22/2022,Yes,1868,"Lawrence, KS",38.9716689,-95.2352501
11/11/2022 22:45,Beeville,TX,USA,Light,20 seconds,One red light turned into three red lights.,12/22/2022,,1869,"Beeville, TX",28.4008319,-97.7483312
11/11/2022 22:05,Coram,NY,USA,Other,Seen for 60 sec,Three limb ufo,12/22/2022,,1870,"Coram, NY",40.8687096,-73.0014946
11/11/2022 21:15,Fenton,MI,USA,Circle,30 min,"3 separate clusters of 25-30 each, very bright objects 5 min apart with 3 separate singular crafts following about 5 min apart.",12/22/2022,,1871,"Fenton, MI",42.7978061,-83.7049498
11/11/2022 21:05,Lisle,IL,USA,Formation,A few minutes maybe,"My boyfriend picked me up from work, we thought it was drones but they disappeared and reappeared in sequence.Never seen this before.",12/22/2022,,1872,"Lisle, IL",41.801141,-88.0747875
11/11/2022 20:30,Lombard,IL,USA,Circle,30min and more,Possible UFO sighting and it’s mothership,12/22/2022,,1873,"Lombard, IL",41.8800296,-88.0078435
11/11/2022 20:23,Needles,CA,USA,Cigar,1 hour,"2008 ufo crash,in needles,I found the crash site,pieces of the ufo,and the pilot survived and is living in the desert 2 this day.,",12/22/2022,,1874,"Needles, CA",34.8480597,-114.6141315
11/11/2022 20:04,Prairieville,LA,USA,Other,5 seconds or so,Crafts in sky,12/22/2022,Yes,1875,"Prairieville, LA",30.3058611,-90.9723583
11/11/2022 19:23,Milton,NH,USA,Light,3 hours?,Caught on Ring camera. Beam of light at 7:23 and 9:23 and stange figure seen at 10:23.,12/22/2022,Yes,1876,"Milton, NH",43.4440953,-71.0091998
11/11/2022 19:00,Fayetteville,TN,USA,Light,30 minutes,"Spotted an erratically moving, high altitude light about the size and brightness of a dim star.",12/22/2022,,1877,"Fayetteville, TN",35.1520266,-86.5705508
11/11/2022 16:00,Riverside,CA,USA,Light,5 min,Partial Rainbow lighting.,12/22/2022,Yes,1878,"Riverside, CA",33.9806005,-117.3754942
11/11/2022 2:00,Lenexa,KS,USA,Unknown,10 minutes,Video,12/22/2022,,1879,"Lenexa, KS",38.9536174,-94.7335709
11/11/2022 0:02,Lombard,IL,USA,Triangle,9 minutes,West Chicago (12:00am 11/11/2022),12/22/2022,,1880,"Lombard, IL",41.8800296,-88.0078435
11/10/2022 22:36,Newburg,IN,USA,Circle,Over an hour now,Bright lights 5 to 6 feet off the ground,12/22/2022,,1881,"Newburg, IN",37.9444882,-87.4052865
11/10/2022 22:29,Kent,WA,USA,Light,3 mins 15 seconds,"Bright circular object hovering in one spot, shining bright flickering.",12/22/2022,,1882,"Kent, WA",47.3830671,-122.234771
11/10/2022 22:03,Medford,OR,USA,Changing,Over two hours,"I noticed it was hovering in the same place and when I got home we seen it from a pair of binoculars, it's a sphere of lights",12/22/2022,,1883,"Medford, OR",42.3265152,-122.8755949
11/10/2022 21:00,Keizer,OR,USA,Changing,Ongoing,Light making a random circular path in 2-D then changing into a 3-D globe that changed colors and was stationary. Later saw 2 more.,12/22/2022,Yes,1884,"Keizer, OR",44.9901194,-123.0262077
11/10/2022 20:16,San Juan batista,CA,USA,Circle,For up to 3min,Ii was in my semi and notices it was levitating but making odd motions so I video it for up to 3 min I,12/22/2022,,1885,"San Juan batista, CA",36.8455108,-121.5379974
11/10/2022 18:15,Fairfield,WA,USA,Light,Nightly.,"Ball of light, sometimes flashing red, white, green; sometimes bigger and solid white",12/22/2022,,1886,"Fairfield, WA",47.3851752,-117.1715787
11/10/2022 16:38,Pendleton,OR,USA,Cigar,several minutes,"While driving west near sunset, I saw a stationary vertical object in the sky.",12/22/2022,,1887,"Pendleton, OR",45.672075,-118.7885967
11/10/2022 13:12,Harpursville,NY,USA,Circle,21secs.,"my son was comming down the ladder to look back up to see if roof flashing was straight,and I was looking up while holding ladder",12/22/2022,,1888,"Harpursville, NY",42.1784124,-75.6246297
11/10/2022 0:00,Tampa,FL,USA,Circle,?,me my wife and my parents where outside in the back of my house on the porch and saw a flying circle with 6 green dots,12/22/2022,,1889,"Tampa, FL",27.950575,-82.4571776
11/9/2022 22:40,Weirton,WV,USA,Cylinder,10 minutes,I have pictures,12/22/2022,Yes,1890,"Weirton, WV",40.4189566,-80.5895167
11/9/2022 22:33,Hinsdale,NH,USA,Unknown,About 15 minutes.,"I could not see a craft, but for about 15 minutes, a large portion of the sky (stars) were blacked out completely. A ""MOVING blur""",12/22/2022,,1891,"Hinsdale, NH",42.7862065,-72.4865089
11/9/2022 21:15,Burbank,CA,USA,Triangle,About 10 minutes,Single triangular black very large aircraft silent at moderate speed into SFV at SE traveled W separated into 3 triangular craft,12/22/2022,,1892,"Burbank, CA",34.1808392,-118.3089661
11/9/2022 20:30,Peoria,AZ,USA,Light,"Three times, over 20 mins","I saw a red light appear then 3 other lights slowly started to appear, equally spaced apart. It stayed for about 5 seconds then faded",12/22/2022,,1893,"Peoria, AZ",33.5805955,-112.2373779
11/9/2022 19:30,Carthage,TN,USA,Cylinder,Few min,"2 orange cylinder shaped few min I have pic hundred ft from ground, no noise slow at speedn it was glowing orange round",12/22/2022,,1894,"Carthage, TN",36.2522766,-85.951654
11/9/2022 19:28,Franklin,IN,USA,Rectangle,20 minutes,Looked like fire in the sky. Objects moving too slow to meteor or comment. Kept disappearing and reappearing every 5 or so minutes.,12/22/2022,Yes,1895,"Franklin, IN",39.4806055,-86.0549863
11/9/2022 18:33,Belvidere,IL,USA,Light,All night every night,They come nightly on ground and in sky,12/22/2022,,1896,"Belvidere, IL",42.2639098,-88.8442674
11/9/2022 17:55,Sacramento,CA,USA,Circle,60 seconds,A object that looked like a possible comet or UFO unidentified flying object,12/22/2022,,1897,"Sacramento, CA",38.5815719,-121.4943996
11/9/2022 17:40,Albany,OR,USA,Light,1 minute,2 green flashing lights,12/22/2022,,1898,"Albany, OR",44.6365107,-123.1059282
11/9/2022 17:30,Albuquerque,NM,USA,Oval,4 minutes,"Taking sunset pictures, noticed a weird ""cloud""",12/22/2022,Yes,1899,"Albuquerque, NM",35.0843859,-106.650422
11/9/2022 17:20,Gorham,ME,USA,Star,10 seconds,A bright gold light (looked like a star but much brighter) moved across the sky unnaturally and then went out,12/22/2022,,1900,"Gorham, ME",43.6795314,-70.4442252
11/9/2022 5:20,Loveland,CO,USA,Formation,,My buddy suggested we go outside to watch a lunar eclipse when approx at 5:20am we sighted 4 what we thought were stars,12/22/2022,Yes,1901,"Loveland, CO",40.3977612,-105.0749801
11/9/2022 1:30,Elyria,OH,USA,Fireball,>5 seconds,A fireball like object appeared out of nowhere and streaked away.,12/22/2022,,1902,"Elyria, OH",41.3683798,-82.1076486
11/9/2022 1:30,Elyria,OH,USA,Fireball,2-4 seconds,Fireball that picks a direction and flies away,12/22/2022,,1903,"Elyria, OH",41.3683798,-82.1076486
11/8/2022 23:15,Henderson,NV,USA,Star,90 minutes,Star like craft slowly moved across sky,12/22/2022,,1904,"Henderson, NV",36.0395247,-114.9817213
11/8/2022 22:59,Kentwood,MI,USA,Unknown,1 year,Aliens are entering our world through many portals in front of my home and around the world,12/22/2022,,1905,"Kentwood, MI",42.8694731,-85.6447492
11/8/2022 21:45,Colorado Springs,CO,USA,Oval,,"We were taking pictures that night of a spectacular (see pics) Lunar Corona of the Full Moon, when later I noticed the UFO in our pics.",12/22/2022,Yes,1906,"Colorado Springs, CO",38.8338816,-104.8213634
11/8/2022 20:40,Antwerp,OH,USA,Unknown,3 minutes,Large object flying in sky silently,12/22/2022,,1907,"Antwerp, OH",41.1814388,-84.7405144
11/8/2022 20:06,Danville,AL,USA,Unknown,55 seconds,A hovering “airplane” flying unusually low and then jetting off when we got stationary,12/22/2022,,1909,"Danville, AL",34.4145408,-87.087512
11/8/2022 19:39,Orange,CT,USA,Fireball,8 seconds,My wife and I were sitting in a parking lot deciding what we wanted for dinner when I saw what I believe was a UFO,12/22/2022,,1910,"Orange, CT",41.278637,-73.0265277
11/8/2022 17:23,Mansfield,OH,USA,Changing,2 min,I saw 3 stationary lights in a very clear sky which then disappeared one by one and reappeared in a different formation further south,12/22/2022,Yes,1911,"Mansfield, OH",40.75839,-82.5154471
11/8/2022 5:28,Cumming,GA,USA,Chevron,during the eclipse,object was next to the moon during the eclipse,12/22/2022,Yes,1912,"Cumming, GA",34.2073196,-84.1401926
11/8/2022 5:20,Palm Bay,FL,USA,Light,1 minute,Bright light hovering and then shooting westward,12/22/2022,,1913,"Palm Bay, FL",28.0344621,-80.5886646
11/8/2022 0:00,Fort Lauderdale,FL,USA,Triangle,5 minutes or more,"Driving near air port when noticed 3 lights in night sky moving together. Stayed a perfect triangle entire time, looked like ship.",12/22/2022,,1914,"Fort Lauderdale, FL",26.1224386,-80.1373174
11/7/2022 22:20,Everton,MO,USA,Light,Approximately 30 minutes,"As I was driving to Springfield from Everton. Heading down FF highway, I saw Two big lit up objects",12/22/2022,Yes,1915,"Everton, MO",37.3425477,-93.702428
11/7/2022 20:20,Ann arbor,MI,USA,Triangle,30 seconds,Craft was moving slowly south flying low and had a bright lights,12/22/2022,,1916,"Ann arbor, MI",42.2808256,-83.7430378
11/7/2022 19:00,Warrensburg,MO,USA,Diamond,2 encounters 10 - 15 mins,a black diamond shape with 4 lights at each corner being followed by a military jet. The diamond object made no noise unlike the jet.,12/22/2022,,1917,"Warrensburg, MO",38.7627893,-93.7360498
11/7/2022 17:45,Austin,TX,USA,Disk,In photo,I didn’t actually see the UFO. There were some beautiful cloud formations and decided to take a couple of photos of the clouds. When I,12/22/2022,Yes,1918,"Austin, TX",30.267153,-97.7430608
11/7/2022 17:45,COON RAPIDS,MN,USA,Triangle,About 30 seconds,Solid triangle craft hovering,12/22/2022,,1919,"COON RAPIDS, MN",45.1732394,-93.3030063
11/7/2022 17:23,Rockville,MD,USA,Other,about a minute,"Saw this weird flying saucer looking thing, took some photos. It seemed to disappear after I filmed and photographed it for 30 seconds",12/22/2022,Yes,1920,"Rockville, MD",39.0839973,-77.1527578
11/7/2022 17:20,Greenwich,CT,USA,Chevron,15 seconds,it flew low to the ground and it was the driver of the car that pointed it out. it had red and green and white lights on it.,12/22/2022,,1921,"Greenwich, CT",41.0262417,-73.6281964
11/7/2022 17:02,Richmond,VA,USA,Fireball,1 or 2 seconds,A bright green fireball with a tail,12/22/2022,,1922,"Richmond, VA",37.5407246,-77.4360481
11/7/2022 5:38,Calabash,NC,USA,Light,Approx. 2 min.,A bright light in the East moving slowly from North to South and leaving a large cloud in its wake.,12/22/2022,,1923,"Calabash, NC",33.8911546,-78.5670571
11/7/2022 5:37,Cape Hatteras,NC,USA,Circle,10 minutes,5-10 minute long round object with large trailing white light,12/22/2022,,1924,"Cape Hatteras, NC",35.24804,-75.5393155
11/7/2022 5:30,Alexandria,VA,USA,Light,1 minute,An orb or some kind of light dancing in and out of one cloud bouncing all around it.,12/22/2022,,1925,"Alexandria, VA",38.8048355,-77.0469214
11/7/2022 3:30,Just east of Kansas city at FL330,MO,USA,Changing,More than 20 minutes,Three craft seen circling at what appeared to be very high altitude from multiple airline crews who discussed it over Guard Frequency,12/22/2022,,1926,"Just east of Kansas city at FL330, MO",39.0997265,-94.5785667
11/7/2022 3:18,Wayne,NJ,USA,Unknown,Observed fir 15 minutes,"Red and blue flashing lights, with loud noise that sounded like a lawn mower",12/22/2022,,1927,"Wayne, NJ",40.9253725,-74.2765441
11/7/2022 3:00,Macon,GA,USA,Teardrop,Around 2 minutes,Standing on back porch looking at the sky and seen a brief bright blue streak and showed my girlfriend and the light disappeared,12/22/2022,,1928,"Macon, GA",32.8406946,-83.6324022
11/7/2022 2:45,Morgantown,WV,USA,Disk,Under mind control,Hearing voices for the past 8 months to a year and I have come to conclusion it's from Alien activity.,12/22/2022,,1929,"Morgantown, WV",39.629526,-79.9558968
11/7/2022 2:00,Kansas City,MO,USA,Circle,Under 30 seconds,Saw 8 Circular objects gliding at fast speed like a wing or bird formation then later at 2:40AM saw the same circular objec,12/22/2022,,1930,"Kansas City, MO",39.0997265,-94.5785667
11/6/2022 22:54,Muskogee,OK,USA,Triangle,every night,been watching nightly and got high beem green lazor that seems to reflect kindof a glow around it when fixed on corners(lights)&middle,12/22/2022,,1931,"Muskogee, OK",35.7478769,-95.3696909
11/6/2022 19:30,Estill Springs,TN,USA,Circle,1hour,Low flying changing physical appearance,12/22/2022,,1932,"Estill Springs, TN",35.2706372,-86.1280417
11/6/2022 19:20,Brookings,OR,USA,Light,Seen 2 for about 10 secon,Thought was falling star seen through the clouds being chased by same coming from different direction then shot back up then entered wa,12/22/2022,,1933,"Brookings, OR",42.0526114,-124.2839819
11/6/2022 18:45,Haw river,NC,USA,Circle,30 min to an hour,Green circles flying in a circle,12/22/2022,Yes,1934,"Haw river, NC",36.0949145,-79.3568583
11/6/2022 15:24,Tucson,AZ,USA,Changing,10 minutes,2 objects appeared in daylight and disappeared,12/22/2022,,1935,"Tucson, AZ",32.2539787,-110.9741769
11/6/2022 11:59,Fairhope,AL,USA,Changing,1 to 2 hours or more,See them daily. Coming close to me now. Saw alien creatures recently. Seen day and night.,12/22/2022,Yes,1936,"Fairhope, AL",30.5229719,-87.9033261
11/6/2022 11:45,Las Vegas,NV,USA,Changing,11 seconds,Straight down streak of white caught our left peripheral vision before it became white circle and gone.,12/22/2022,,1937,"Las Vegas, NV",36.171563,-115.1391009
11/6/2022 3:47,Fall River,MA,USA,Light,half a minute,"was moving from south to North, stopped abruptly and went straight down until unseen by houses in the area",12/22/2022,,1938,"Fall River, MA",41.7014912,-71.1550451
11/6/2022 3:03,Stratham,NH,USA,Light,10 seconds,"While playing a song on my phone called ""Alien Delivery"" by Mezzaluna, a red light form shot in front of my truck from out of nowhere.",12/22/2022,,1939,"Stratham, NH",43.0228677,-70.9163873
11/5/2022 20:50,Zephyrhills,FL,USA,Cigar,5 seconds or so,rocket like object appeared in night sky and then red and white light was emitted around the object in a slim parabola shape,12/22/2022,Yes,1940,"Zephyrhills, FL",28.2336196,-82.1811947
11/5/2022 16:30,Lawrence,KS,USA,Circle,5 min,saw a floating transparent white orb that for really bright then disappeared in broad daylight,12/22/2022,,1941,"Lawrence, KS",38.9716689,-95.2352501
11/5/2022 12:45,BOYNTON beach,FL,USA,Light,10 minutes,"Single light low on the horizon during the day, disappeared into the ocean came back out continued on.",12/22/2022,,1942,"BOYNTON beach, FL",26.5317866,-80.0905465
11/5/2022 8:08,St George,KS,USA,Cylinder,2 minutes,White tick-tack shaped object in the sky,12/22/2022,Yes,1943,"St George, KS",39.1911081,-96.4202773
11/5/2022 6:45,Lakeland,FL,USA,Light,15 min,I saw a light (faint)circling and moving back and forth radically,12/22/2022,,1944,"Lakeland, FL",28.0394654,-81.9498042
11/5/2022 5:15,Rocksprings,TX,USA,Star,2.5hours,"3 Flickering objects that appeared to be stars, flickering orange/blue, dimmer/brighter, moving erratically",12/22/2022,,1945,"Rocksprings, TX",30.0157647,-100.2053582
11/4/2022 23:24,Murray,KY,USA,Light,at least 30 minutes,"I saw a star that was moving significantly like a bug or a fish in the sky - irregularly, both in speed and direction.",12/22/2022,,1946,"Murray, KY",36.6103334,-88.314761
11/4/2022 21:46,Syracuse,NY,USA,Oval,10 seconds,"Very fast moving aircraft, silent and low flying, approximately 50-75 feet above ground",12/22/2022,,1948,"Syracuse, NY",43.0481221,-76.1474244
11/4/2022 21:25,BROOKLYN CENTER,MN,USA,Light,30 seconds...many times,Seriously go outside right now!,12/22/2022,Yes,1949,"BROOKLYN CENTER, MN",45.076076,-93.3327283
11/4/2022 21:10,Lafayette,PA,USA,Teardrop,3 seconds,Glowing green tadpole shape,12/22/2022,,1950,"Lafayette, PA",40.0927491,-75.2531539
11/4/2022 21:00,Rutherfordton,NC,USA,Other,"Nighttime, before 10pm es","Saw the alien clearly as it passed by moon, then saw a pair of mans legs sticking out behind the alien",12/22/2022,Yes,1951,"Rutherfordton, NC",35.3692877,-81.9567716
